Marca,Carroceria,Quilometragem,Capacidade_do_motor,Tipo_de_motor,Registro,Ano,Modelo,log_preco
Mercedes-Benz,sedan,278415.82,1.8,Gas,yes,2011,E-Class,9.9281801651265
BMW,crossover,344398.76,4.4,Petrol,no,2000,X5,8.987196820661973
BMW,sedan,228526.28,2.0,Petrol,yes,2005,320,9.358760377094455
Audi,sedan,426475.1,2.0,Diesel,yes,1986,100,8.160518247477505
Renault,vagon,273587.8,1.5,Diesel,yes,2012,Megane,9.350102314351341
Volkswagen,other,165762.02000000002,2.0,Diesel,yes,2011,Passat B6,9.525151111816216
Mercedes-Benz,van,318649.32,3.2,Gas,yes,2006,Viano,9.525151111816216
Renault,vagon,321868.0,1.5,Diesel,yes,2007,Megane,8.948975607841776
Mercedes-Benz,sedan,371757.54,2.2,Petrol,yes,1994,E-Class,8.66561319653451
Volkswagen,sedan,152887.30000000002,2.0,Petrol,yes,2007,Passat B6,9.159047077588632
Mercedes-Benz,sedan,225307.6,5.5,Petrol,yes,2009,S 550,10.1226230824528
Volkswagen,crossover,75638.98000000001,3.0,Diesel,yes,2016,Touareg,10.924138299734526
Volkswagen,van,299337.24,2.8,Petrol,yes,2000,Sharan,8.779557455883728
Mercedes-Benz,sedan,281634.5,3.2,Diesel,no,2006,E-Class,9.02401079378469
Mitsubishi,crossover,209214.2,3.0,Gas,yes,2007,Pajero Sport,9.392661928770137
Mercedes-Benz,crossover,297727.89999999997,3.7,Gas,yes,2005,ML 350,9.615805480084347
BMW,sedan,395897.64,3.0,Diesel,yes,2000,530,8.99961934066053
Renault,sedan,281634.5,2.0,Gas,yes,2005,Megane,8.987196820661973
Mercedes-Benz,van,458661.9,2.3,Diesel,yes,1999,Vito,8.612503371220562
Renault,vagon,296118.56,1.5,Diesel,yes,2011,Megane,9.169518377455928
BMW,sedan,289681.2,2.0,Petrol,yes,2002,318,9.287301413112312
Mercedes-Benz,van,423256.42,2.2,Diesel,yes,2005,Vito,9.305559638557117
BMW,crossover,128747.2,3.0,Diesel,yes,2012,X5,10.691944912900398
Toyota,hatch,86904.36,1.4,Other,yes,2012,Prius,9.862665558015873
Mercedes-Benz,van,204386.18,1.8,Diesel,yes,2013,B 180,9.883284845218608
Volkswagen,sedan,217260.9,1.6,Gas,yes,2011,Polo,9.104979856318357
BMW,sedan,394288.3,3.0,Diesel,yes,2003,530,9.296518068217235
Volkswagen,van,289681.2,2.0,Diesel,yes,2012,T5 (Transporter) ,9.464982590349763
BMW,sedan,458661.9,2.5,Petrol,yes,1999,525,8.794824928014517
Renault,sedan,0.0,1.5,Diesel,yes,2016,Fluence,9.669052364970721
Toyota,sedan,289681.2,2.4,Petrol,yes,2003,Camry,9.230142999272362
Mercedes-Benz,sedan,589018.44,3.2,Gas,yes,1994,E-Class,8.699514748210191
Audi,sedan,1609.34,2.0,Other,yes,1988,90,8.160518247477505
Volkswagen,van,611549.2000000001,2.5,Diesel,yes,1999,T4 (Transporter),8.961879012677683
Toyota,crossover,135184.56,3.0,Diesel,yes,2013,Land Cruiser Prado,10.48849257447637
Renault,crossover,144840.6,1.5,Diesel,yes,2011,Duster,9.367344120785848
Volkswagen,crossover,93341.72,2.0,Petrol,yes,2008,Tiguan,9.629050706834368
Mercedes-Benz,sedan,178636.74,2.3,Gas,yes,1992,E-Class,7.824046010856292
Volkswagen,other,263931.76,2.0,Diesel,yes,2010,T5 (Transporter),9.72913416539135
BMW,sedan,205995.52,3.0,Diesel,yes,2013,730,10.82970881308719
Mercedes-Benz,sedan,756389.8,2.0,Gas,yes,1985,190,7.882314918980268
BMW,sedan,482802.0,2.5,Petrol,no,1997,523,7.718685495198466
Mercedes-Benz,sedan,434521.8,2.7,Diesel,yes,2001,E-Class,9.137769679141348
Toyota,van,259103.74000000002,2.5,Diesel,yes,2002,Hiace,9.350102314351341
BMW,sedan,489239.36,4.4,Other,yes,2002,745,9.472704636443673
Mercedes-Benz,sedan,513379.46,3.2,Gas,yes,1997,S 320,8.922658299524402
Mercedes-Benz,other,61154.92,2.0,Petrol,yes,2009,CLC 200,9.798071479779479
Renault,vagon,260713.08,1.5,Diesel,yes,2006,Megane,8.895629627136483
Toyota,crossover,188292.78,3.0,Diesel,yes,2008,Land Cruiser Prado,10.305613759378778
Renault,vagon,273587.8,1.5,Diesel,yes,2004,Kangoo,8.507142855562735
Audi,vagon,64373.6,3.0,Diesel,yes,2010,Q7,10.491274217438248
Audi,sedan,284853.18,1.6,Petrol,no,1996,A4,7.438383530044307
Audi,vagon,1609.34,2.0,Diesel,yes,2008,A4,9.429475901892854
Volkswagen,sedan,0.0,1.6,Petrol,yes,2016,Polo,9.539194377712507
Volkswagen,crossover,96560.4,3.0,Diesel,yes,2013,Touareg,10.705489138008156
Toyota,crossover,0.0,2.0,Petrol,yes,2016,Rav 4,10.467046698064145
BMW,sedan,503723.42,2.5,Diesel,yes,1994,325,8.160518247477505
Mercedes-Benz,other,418428.4,2.7,Diesel,yes,2005,Sprinter 316,9.457200449907708
Volkswagen,sedan,136793.9,2.0,Diesel,yes,2013,Passat CC,10.203592144986466
Volkswagen,sedan,230135.62,2.0,Diesel,yes,2010,Passat B6,9.602382459752207
Renault,other,249447.7,1.6,Petrol,no,2004,Scenic,7.696212639346407
Volkswagen,van,696844.22,2.4,Diesel,no,1995,T4 (Transporter),7.9724660159745655
Audi,sedan,321868.0,6.0,Petrol,yes,2004,A8,9.392661928770137
Volkswagen,crossover,289681.2,3.0,Diesel,yes,2013,Touareg,10.621327345686446
Audi,vagon,289681.2,3.2,Petrol,yes,2006,A6 Allroad,9.698920386794853
Renault,van,233354.3,1.5,Other,yes,2010,Kangoo,8.575462099540212
Mercedes-Benz,sedan,62764.26,2.2,Diesel,yes,2015,E-Class,10.60905725309463
Mercedes-Benz,van,482802.0,2.2,Diesel,no,2005,Vito,8.366370301681654
Volkswagen,crossover,220479.58,2.5,Diesel,no,2004,Touareg,8.294049640102028
Volkswagen,hatch,212432.88,1.6,Petrol,yes,2007,Golf V,9.169518377455928
Mitsubishi,crossover,180246.08000000002,3.0,Gas,yes,2008,Pajero Wagon,9.798127036878302
Renault,vagon,296118.56,1.5,Diesel,yes,2011,Megane,9.332558004700433
Volkswagen,hatch,210823.54,1.4,Petrol,yes,2002,Polo,8.51699317141357
Mercedes-Benz,sedan,180246.08000000002,2.2,Diesel,yes,2012,C-Class,10.126591103050316
Toyota,crossover,149668.62,2.7,Other,yes,2011,Venza,10.056208639553791
Toyota,crossover,199558.15999999997,4.0,Petrol,yes,2006,Fortuner,9.60911649193355
Audi,sedan,296118.56,2.7,Diesel,yes,2010,A6,10.034515814942532
Mercedes-Benz,sedan,220479.58,3.0,Diesel,yes,2011,E-Class,10.477287975463508
Volkswagen,other,450615.2,2.8,Diesel,yes,2006,LT,9.615805480084347
Toyota,sedan,212432.88,1.6,Petrol,yes,2008,Corolla,9.065314599925925
Mitsubishi,crossover,154496.64,2.5,Diesel,yes,2011,Pajero Sport,10.01681623784313
Mitsubishi,sedan,197948.82,2.0,Petrol,yes,2009,Lancer X,9.249561085129464
Mercedes-Benz,crossover,3218.68,5.5,Petrol,yes,2016,GLS 63,12.180754837545884
Audi,vagon,318649.32,4.2,Gas,yes,2005,A6 Allroad,9.259130536145614
Renault,crossover,109435.12,1.5,Diesel,yes,2011,Duster,9.38429367909962
BMW,sedan,27358.78,2.0,Petrol,yes,2013,520,10.515966830028619
BMW,crossover,273587.8,3.0,Diesel,yes,2006,X5,10.106428396532818
Volkswagen,van,643736.0,2.4,Diesel,yes,1999,T4 (Transporter),8.45531778769815
Toyota,hatch,48280.2,1.6,Petrol,yes,2013,Auris,9.803667217253917
Mercedes-Benz,sedan,75638.98000000001,4.6,Petrol,yes,2013,S 500,11.652687407345388
Mercedes-Benz,sedan,349226.78,3.2,Diesel,yes,2002,E-Class,9.296518068217235
BMW,sedan,450615.2,3.0,Petrol,yes,2001,530,8.85366542803745
Volkswagen,vagon,259103.74000000002,2.0,Diesel,yes,2008,Passat B6,9.21024036697585
Mitsubishi,other,257494.4,2.5,Diesel,yes,2008,L 200,9.417354541360508
Volkswagen,crossover,0.0,3.0,Diesel,yes,2016,Touareg,11.121696786287314
Volkswagen,other,72420.3,2.0,Diesel,yes,2013,Passat B7,9.846917201047734
Volkswagen,sedan,399116.31999999995,1.8,Petrol,yes,2002,Passat B5,8.85352256068954
Mercedes-Benz,sedan,420037.74,1.8,Petrol,yes,2003,E-Class,9.235032984566555
Toyota,sedan,460271.24,1.6,Petrol,yes,2000,Corolla,8.160518247477505
BMW,crossover,402335.0,3.0,Diesel,no,2006,X5,9.51044496442652
BMW,sedan,527863.52,2.5,Diesel,no,1996,525,7.803843303538772
Volkswagen,van,289681.2,2.5,Diesel,yes,2004,T5 (Transporter) ,8.922658299524402
Volkswagen,vagon,423256.42,2.0,Diesel,no,2007,Passat B6,8.496990484098719
Mercedes-Benz,vagon,399116.31999999995,2.0,Gas,yes,1996,E-Class,8.517193191416238
BMW,crossover,378194.9,3.0,Diesel,yes,2009,X5,10.305613759378778
Renault,sedan,177027.4,1.4,Petrol,yes,2012,Symbol,8.85366542803745
Mitsubishi,sedan,1609.34,1.5,Gas,yes,2010,Lancer X,9.375854810453756
Mercedes-Benz,van,358882.82,2.2,Diesel,yes,2009,Vito,9.711115659888671
BMW,sedan,236572.98,2.2,Gas,no,2001,320,8.575462099540212
Mercedes-Benz,van,321868.0,2.2,Diesel,yes,2004,Vito,8.881836305004146
Volkswagen,van,370148.19999999995,1.9,Diesel,yes,2008,Caddy,9.047821442478408
BMW,crossover,289681.2,3.0,Diesel,yes,2011,X5,10.571316925111784
Volkswagen,vagon,434521.8,1.9,Diesel,yes,2000,Passat B5,7.52294091807237
Audi,sedan,120700.5,3.0,Diesel,yes,2011,A7,10.494048144320972
Mitsubishi,hatch,531082.2,2.0,Gas,yes,1993,Galant,8.054919608232412
Renault,van,255885.06,1.5,Diesel,yes,2007,Kangoo,8.66561319653451
BMW,sedan,595455.7999999999,2.0,Petrol,yes,1997,320,8.809862805379057
Renault,crossover,0.0,1.5,Diesel,yes,2016,Duster,9.851569326077096
Volkswagen,van,0.0,1.6,Diesel,yes,2016,Caddy,10.263257701382162
BMW,sedan,337961.4,2.0,Other,no,1999,320,8.00603417874901
BMW,crossover,1609.34,2.0,Diesel,yes,2016,X5,11.074420502783864
Toyota,crossover,217260.9,2.0,Gas,yes,2007,Land Cruiser Prado,9.975808214115753
BMW,sedan,16093.4,3.0,Diesel,yes,2015,640,11.35691472296607
Volkswagen,van,173808.72,1.6,Diesel,yes,2013,Caddy,9.065314599925925
BMW,sedan,1609.34,3.0,Diesel,yes,2000,530,9.268609280100158
Toyota,hatch,175418.06,1.3,Gas,yes,2007,Yaris,8.83927669058535
Mercedes-Benz,other,399116.31999999995,2.0,Petrol,no,1999,CLK 200,7.9724660159745655
Mercedes-Benz,other,297727.89999999997,2.2,Diesel,yes,2012,Vito,9.413281215972873
BMW,crossover,162543.34,2.5,Gas,yes,2007,X3,9.98506753952855
Mercedes-Benz,sedan,514988.8,2.2,Diesel,no,1998,E-Class,7.600902459542082
Audi,vagon,457052.56,2.5,Diesel,yes,2004,A6,9.20029003612268
Mercedes-Benz,van,386241.6,2.2,Diesel,yes,2001,Vito,8.674196940225903
Toyota,vagon,328305.36,1.4,Diesel,yes,2005,Corolla,9.011889433252344
Renault,vagon,321868.0,1.5,Diesel,yes,2008,Megane,8.895629627136483
Mitsubishi,sedan,233354.3,2.0,Gas,yes,2007,Lancer,8.987196820661973
Renault,van,296118.56,1.5,Diesel,yes,2012,Kangoo,8.794824928014517
Mercedes-Benz,sedan,263931.76,1.8,Gas,yes,2012,E-Class,10.021270588192511
Mercedes-Benz,other,315430.63999999996,2.2,Other,yes,2012,Sprinter 313,9.487972108574462
Volkswagen,other,482802.0,1.4,Gas,yes,2000,Caddy,7.090076835776092
Volkswagen,van,424865.76,2.5,Diesel,yes,2003,T4 (Transporter),9.093806555720231
Mitsubishi,sedan,262322.42000000004,2.0,Petrol,yes,2008,Lancer X,9.126958763037132
Mercedes-Benz,sedan,247838.36,2.5,Petrol,yes,2006,C-Class,9.230142999272362
Mercedes-Benz,sedan,194730.14,2.5,Diesel,yes,1986,E-Class,7.90100705199242
Mercedes-Benz,sedan,395897.64,6.0,Petrol,yes,1997,S 600,9.159047077588632
Mitsubishi,crossover,135184.56,3.2,Diesel,yes,2012,Pajero Wagon,10.19802109993701
Audi,crossover,294509.22,4.2,Petrol,yes,2007,Q7,9.994241915804592
Volkswagen,hatch,402335.0,1.4,Petrol,no,1998,Polo,7.438383530044307
Volkswagen,hatch,362101.5,1.4,Petrol,yes,2000,Golf IV,8.779557455883728
Renault,vagon,54717.56,1.5,Diesel,yes,2013,Logan,8.517193191416238
BMW,sedan,119091.16,2.0,Diesel,yes,2014,520,10.545341438708522
Volkswagen,sedan,225307.6,1.8,Petrol,yes,2008,Passat B6,9.169414205363537
Mercedes-Benz,other,370148.19999999995,1.8,Petrol,yes,2006,C-Class,9.287301413112312
Toyota,crossover,168980.7,2.0,Gas,yes,2011,Rav 4,9.84161214881804
Mitsubishi,sedan,214042.21999999997,1.5,Gas,yes,2008,Lancer,8.942460926820582
Renault,vagon,201167.5,2.0,Petrol,yes,2003,Laguna,8.748304912379623
BMW,other,120700.5,1.9,Petrol,no,1998,Z3,8.517193191416238
Toyota,crossover,172199.38,3.5,Gas,yes,2011,Highlander,10.257659366256743
BMW,sedan,310602.62,3.6,Petrol,yes,2003,735,9.472704636443673
Toyota,crossover,252666.38,2.7,Gas,yes,2007,Land Cruiser Prado,9.74090979777877
BMW,other,257494.4,3.0,Diesel,yes,2011,X5,10.448714603019452
Volkswagen,vagon,328305.36,2.0,Diesel,yes,2007,Passat B6,9.296518068217235
Mitsubishi,crossover,194730.14,3.8,Gas,yes,2008,Pajero Wagon,9.85214162518454
BMW,sedan,563269.0,3.0,Diesel,yes,2001,530,9.190137664658664
Volkswagen,vagon,479583.32,1.8,Petrol,yes,1998,Golf III,8.366370301681654
Audi,vagon,418428.4,2.5,Diesel,no,2003,A6,8.268731832117737
Volkswagen,van,247838.36,2.0,Diesel,yes,2013,T5 (Transporter) ,9.510370887608827
Audi,sedan,204386.18,2.8,Petrol,yes,2010,A6,9.902987427494446
Renault,van,418428.4,2.2,Diesel,no,2005,Espace,8.131530710604252
Toyota,sedan,252666.38,3.5,Petrol,yes,2011,Camry,10.232791299678729
Volkswagen,hatch,514988.8,1.6,Gas,yes,1989,Golf II,7.7406644019172415
Renault,van,243010.34,1.5,Diesel,yes,2012,Kangoo,8.942460926820582
Volkswagen,van,354054.8,1.9,Diesel,yes,2008,Caddy,9.210340371976184
Volkswagen,vagon,209214.2,1.6,Gas,yes,2008,Golf Variant,9.179881164491475
Audi,sedan,514988.8,19.0,Other,no,1996,A4,7.575584651557793
Audi,sedan,434521.8,2.5,Diesel,no,2000,A6,8.242756345714477
Toyota,crossover,185074.09999999998,4.0,Gas,yes,2008,Land Cruiser Prado,10.19988156558993
Toyota,sedan,329914.69999999995,2.4,Gas,yes,2006,Camry,9.441452092939569
Volkswagen,van,254275.72,2.0,Diesel,yes,2012,T5 (Transporter) ,9.60904937558734
Renault,vagon,405553.68,1.5,Diesel,yes,2007,Kangoo,8.51699317141357
BMW,other,64373.6,4.0,Diesel,yes,2012,X6,10.964346051592322
Volkswagen,van,268759.77999999997,1.4,Petrol,yes,2011,Touran,9.421411342056123
Audi,sedan,284853.18,2.7,Gas,yes,2003,A6,8.987071812848821
BMW,crossover,321868.0,4.8,Other,yes,2007,X5,9.980448593672257
Mitsubishi,sedan,107825.78,1.5,Petrol,yes,2009,Lancer X,8.987196820661973
Volkswagen,hatch,1609.34,1.4,Gas,yes,1998,Golf IV,8.82453082152646
Toyota,sedan,0.0,2.5,Petrol,yes,2016,Camry,10.156180197306888
Volkswagen,vagon,318649.32,1.9,Other,yes,2004,Passat B5,9.093694189856862
Mercedes-Benz,sedan,260713.08,5.5,Petrol,yes,2007,S 500,10.196157166498947
Toyota,crossover,205995.52,4.7,Gas,yes,2004,Land Cruiser 100,10.14858827120238
Audi,crossover,180246.08000000002,3.2,Petrol,yes,2010,Q5,10.126631103850338
Volkswagen,van,312211.95999999996,2.0,Diesel,yes,2012,T5 (Transporter) ,9.667765219015058
BMW,sedan,321868.0,2.0,Diesel,no,1999,320,8.055157731819678
Toyota,sedan,252666.38,2.4,Gas,yes,2007,Camry,9.417354541360508
Toyota,crossover,72420.3,3.5,Petrol,yes,2015,Highlander,10.725467604939041
Renault,other,653392.0399999999,2.5,Diesel,yes,2004,Master,8.779557455883728
Toyota,crossover,152887.30000000002,2.0,Petrol,yes,2011,Rav 4,9.85214162518454
BMW,sedan,418428.4,2.2,Gas,yes,2001,520,9.047821442478408
Mercedes-Benz,van,563269.0,2.2,Diesel,yes,2004,Sprinter 211,9.047821442478408
Toyota,crossover,202776.84,4.0,Petrol,no,2011,Land Cruiser Prado,9.51044496442652
Volkswagen,sedan,289681.2,1.9,Diesel,no,2003,Passat B5,7.696212639346407
Volkswagen,vagon,201167.5,2.0,Diesel,yes,2011,Passat B7,9.825526011066415
Toyota,other,241401.0,2.7,Gas,yes,2005,Tacoma,9.038365107236372
Audi,vagon,231744.96,2.0,Diesel,yes,2010,A4,9.769956159911606
Audi,sedan,254275.72,2.0,Gas,yes,2003,A4,9.104979856318357
Volkswagen,hatch,383022.92,1.6,Petrol,yes,1994,Golf III,8.389359819906353
Renault,van,321868.0,2.2,Diesel,yes,2002,Espace,8.922658299524402
Toyota,sedan,140012.58,2.4,Petrol,yes,2010,Camry,9.795345393916424
BMW,crossover,37014.82,3.0,Petrol,yes,2013,X6,10.849337086651827
Mitsubishi,crossover,265541.1,3.0,Gas,yes,2007,Pajero Sport,9.287301413112312
Volkswagen,van,17702.739999999998,1.4,Petrol,yes,2016,Touran,10.425253116340453
Volkswagen,crossover,254275.72,2.5,Diesel,yes,2007,Touareg,9.740968623038354
Volkswagen,crossover,1609.34,4.2,Petrol,yes,2004,Touareg,9.323669057283185
BMW,sedan,225307.6,3.0,Diesel,no,2000,530,8.411832675758411
Toyota,other,0.0,2.8,Diesel,yes,2016,Hilux,10.691922185369403
Audi,sedan,289681.2,4.2,Other,yes,2012,A8,10.59162219127253
BMW,sedan,437740.48,2.8,Petrol,yes,1996,328,8.779557455883728
Volkswagen,vagon,315430.63999999996,2.0,Diesel,yes,2011,Passat B7,9.836278802842678
Audi,vagon,120700.5,2.0,Diesel,yes,2013,Q3,10.558413520275876
BMW,sedan,387850.94,2.0,Petrol,yes,1998,320,9.011889433252344
Audi,vagon,386241.6,2.0,Petrol,yes,2002,A4,8.922658299524402
Toyota,sedan,152887.30000000002,2.4,Petrol,yes,2007,Camry,9.35444071594994
Mercedes-Benz,sedan,48280.2,1.6,Petrol,yes,2014,C-Class,10.584055950889214
Volkswagen,sedan,259103.74000000002,4.2,Gas,no,2004,Phaeton,8.732304571033183
BMW,crossover,495676.72,4.6,Gas,yes,2003,X5,9.752664662801545
BMW,sedan,450615.2,2.5,Diesel,no,1997,525,7.9724660159745655
Renault,other,271978.45999999996,2.3,Diesel,yes,2013,Master,9.588776807696428
BMW,crossover,177027.4,4.4,Petrol,yes,2010,X6,10.460242108190519
Toyota,crossover,0.0,4.5,Diesel,yes,2015,Land Cruiser 200,12.010665849187564
Mercedes-Benz,other,273587.8,2.2,Petrol,no,2001,CLK 220,8.85366542803745
Mercedes-Benz,van,410381.7,3.0,Diesel,yes,2008,Sprinter 318,10.373491181781864
Renault,vagon,270369.12,1.5,Diesel,yes,2005,Grand Scenic,8.922658299524402
Volkswagen,other,349226.78,2.5,Diesel,yes,2005,T5 (Transporter),9.104979856318357
Mitsubishi,sedan,289681.2,1.6,Gas,yes,2004,Lancer,8.85366542803745
Mercedes-Benz,crossover,0.0,5.5,Petrol,yes,2016,GLS 63,12.206067645517674
Audi,sedan,376585.56,2.5,Other,no,2000,A6,7.90100705199242
Volkswagen,van,265541.1,2.0,Diesel,yes,2012,Caddy,9.301094735244646
Toyota,sedan,193120.8,3.5,Petrol,yes,2008,Camry,9.648595302907339
Mercedes-Benz,sedan,337961.4,5.0,Petrol,yes,1997,S 500,9.071078304642676
Mercedes-Benz,van,321868.0,2.2,Diesel,yes,2000,Vito,8.699514748210191
Mitsubishi,crossover,217260.9,3.0,Gas,yes,2008,Pajero Wagon,9.738023112808596
Mercedes-Benz,crossover,643736.0,3.0,Diesel,yes,1997,Sprinter 212,9.615805480084347
Toyota,crossover,164152.68,2.5,Diesel,yes,2013,Hilux,10.184900011974314
Mercedes-Benz,vagon,643736.0,2.2,Diesel,no,2002,C-Class,8.039157390473237
Toyota,crossover,144840.6,4.5,Diesel,yes,2012,Land Cruiser 200,11.00043178410354
Toyota,crossover,4828.02,4.2,Diesel,yes,2013,Land Cruiser 76,11.05089000537367
Mercedes-Benz,crossover,350836.12,3.0,Diesel,yes,2006,ML 280,9.893437216682626
Volkswagen,van,177027.4,1.9,Diesel,yes,2009,T5 (Transporter),9.472704636443673
Audi,sedan,209214.2,2.4,Petrol,yes,2006,A6,9.409191230721348
Mitsubishi,other,273587.8,1.3,Petrol,yes,2006,Colt,8.648221453822641
Audi,sedan,595455.7999999999,2.5,Diesel,no,1998,A6,7.843848638152472
Toyota,sedan,231744.96,3.5,Gas,yes,2007,Camry,9.51044496442652
Renault,van,294509.22,2.0,Diesel,yes,2012,Trafic,9.230142999272362
Audi,other,259103.74000000002,1.8,Gas,yes,2001,TT,9.472704636443673
Volkswagen,sedan,337961.4,5.0,Diesel,yes,2004,Phaeton,9.259130536145614
BMW,sedan,506942.1,2.5,Diesel,no,1998,525,8.039157390473237
BMW,sedan,355664.13999999996,4.4,Gas,yes,2004,745,9.148464968258095
Audi,sedan,331524.04000000004,2.5,Diesel,yes,2003,A6,9.210340371976184
Mitsubishi,sedan,434521.8,2.0,Gas,yes,1998,Galant,8.34283980427146
Renault,sedan,210823.54,1.6,Petrol,yes,2009,Megane,8.922658299524402
Mercedes-Benz,other,19312.08,1.8,Petrol,yes,2012,E-Class,10.561007555452923
Toyota,hatch,225307.6,1.6,Petrol,yes,2008,Auris,9.093806555720231
Renault,van,181855.42,15.0,Diesel,yes,2006,Kangoo,8.476371196895983
Toyota,crossover,434521.8,4.2,Diesel,yes,1994,Land Cruiser 80,10.085809109330082
Mercedes-Benz,other,120700.5,6.3,Petrol,yes,2009,CL 63 AMG,10.849337086651827
Mercedes-Benz,sedan,434521.8,3.2,Diesel,no,2001,S 320,8.536995818712418
Mitsubishi,sedan,96560.4,1.6,Petrol,yes,2007,Lancer,8.51699317141357
Mitsubishi,sedan,201167.5,2.0,Gas,yes,2008,Lancer X,9.153770020487789
Audi,vagon,346008.10000000003,2.5,Diesel,no,2002,A6,8.25582842728183
Renault,vagon,273587.8,1.5,Diesel,no,2013,Megane,8.961879012677683
Audi,crossover,128747.2,3.0,Diesel,yes,2013,Q7,10.81376021208472
Mitsubishi,sedan,125528.52,2.4,Gas,yes,2006,Galant,9.104979856318357
Toyota,crossover,152887.30000000002,2.0,Petrol,yes,2011,Rav 4,9.85166780380633
Mitsubishi,sedan,164152.68,1.6,Petrol,yes,2007,Lancer,8.881836305004146
Volkswagen,other,180246.08000000002,2.0,Diesel,yes,2011,T6 (Transporter) ,9.38429367909962
Toyota,sedan,461880.58,1.3,Petrol,yes,1995,Corolla,7.937374696163295
Volkswagen,sedan,437740.48,1.9,Diesel,no,1998,Passat B5,7.696212639346407
Mitsubishi,crossover,273587.8,3.8,Gas,yes,2008,Pajero Wagon,9.769956159911606
Audi,other,127137.86,4.2,Petrol,yes,2007,R8,10.81777628173961
Volkswagen,van,383022.92,2.5,Diesel,yes,2002,T4 (Transporter),9.065314599925925
Audi,sedan,329914.69999999995,1.8,Petrol,yes,2003,A4,9.082507000466299
Mercedes-Benz,crossover,0.0,2.2,Diesel,yes,2016,GLE-Class,11.156236235215168
Volkswagen,hatch,165762.02000000002,1.4,Petrol,yes,2012,Polo,9.094989002421919
Toyota,crossover,265541.1,2.7,Gas,yes,2005,Land Cruiser Prado,9.648595302907339
Audi,crossover,281634.5,3.6,Petrol,yes,2007,Q7,9.878169744551839
Toyota,sedan,33796.14,2.5,Petrol,yes,2015,Camry,10.22918769217543
Volkswagen,van,410381.7,1.9,Diesel,yes,2004,T5 (Transporter),9.169518377455928
BMW,crossover,283243.83999999997,3.0,Gas,yes,2002,X5,9.433483923290392
Audi,vagon,418428.4,2.5,Diesel,no,2002,A6 Allroad,8.476162841858246
Toyota,sedan,112653.8,2.5,Petrol,yes,2012,Camry,9.947504437952903
Audi,sedan,326696.01999999996,2.8,Petrol,yes,2008,A6,9.60911649193355
Toyota,hatch,263931.76,1.4,Diesel,yes,2012,Auris,9.453286550586572
BMW,hatch,391069.62,2.0,Petrol,no,2006,116,8.68270762989381
Mercedes-Benz,sedan,643736.0,2.9,Diesel,yes,1997,E-Class,7.90100705199242
Audi,sedan,643736.0,2.6,Petrol,yes,1996,A6,8.45531778769815
BMW,other,102997.76,4.4,Petrol,yes,2012,M6,11.251560700835821
Renault,van,402335.0,1.9,Diesel,yes,2005,Trafic,8.68270762989381
Volkswagen,sedan,107825.78,1.8,Petrol,yes,2012,Passat CC,10.085809109330082
Audi,vagon,243010.34,2.0,Diesel,yes,2010,A4,9.820105943597078
Mercedes-Benz,sedan,119091.16,6.3,Petrol,yes,2010,S 63 AMG,10.947291604709243
Renault,hatch,80467.0,1.6,Petrol,yes,2012,Sandero,8.987196820661973
Mercedes-Benz,sedan,614767.88,2.0,Petrol,yes,1994,E-Class,8.517193191416238
Mitsubishi,sedan,157715.31999999998,2.0,Petrol,yes,2009,Lancer X,9.20029003612268
Mercedes-Benz,other,178636.74,2.5,Petrol,yes,2009,C-Class,9.846917201047734
Toyota,crossover,223698.26,4.0,Gas,yes,2005,Land Cruiser Prado,9.9281801651265
Volkswagen,vagon,373366.88,1.6,Petrol,no,2001,Golf IV,7.824046010856292
Renault,vagon,288071.86,1.5,Diesel,yes,2010,Megane,9.104979856318357
Renault,sedan,160934.0,1.6,Gas,yes,2008,Megane,8.948975607841776
Audi,hatch,86904.36,2.8,Petrol,yes,2011,A6,10.382822509210747
Mercedes-Benz,van,67592.28,2.2,Diesel,yes,2014,V 250,11.194096663521611
Renault,sedan,395897.64,1.4,Petrol,yes,2005,Megane,8.732304571033183
